Orthogroup	Amel_protein_noIso	Bbub_protein_noIso	Bmus_protein_noIso	Casi_protein_noIso	Cdid_protein_noIso	Cdro_protein_noIso	Cimi_protein_noIso	Clup_protein_noIso	Cpor_protein_noIso	Csim_protein_noIso	Dnov_protein_noIso	Drot_protein_noIso	Emax_protein_noIso	Equa_protein_noIso	Hamp_protein_noIso	Hsap_protein_noIso	Lcat_protein_noIso	Mang_protein_noIso	Mdom_protein_noIso	Mjav_protein_noIso	Mmus_protein_noIso	Oafe_protein_noIso	Oana_protein_noIso	Opri_protein_noIso	Pafr_protein_noIso	Pgig_protein_noIso	Ptig_protein_noIso	Rfer_protein_noIso	Scar_protein_noIso	Shar_protein_noIso	Tman_protein_noIso	Ttru_protein_noIso
OG0021141		Bbub_XP.025121538.3																														
OG0021142		Bbub_XP.025122396.3																														
OG0021143		Bbub_XP.025122741.3																														
OG0021144		Bbub_XP.025123078.2																														
OG0021145		Bbub_XP.025123169.3																														
OG0021146		Bbub_XP.025124033.2																														
OG0021147		Bbub_XP.025124066.2																														
OG0021148		Bbub_XP.025125515.3																														
OG0021149		Bbub_XP.025125918.3																														
OG0021150		Bbub_XP.025127012.3																														
OG0021151		Bbub_XP.025127112.3																														
OG0021152		Bbub_XP.025127627.3																														
OG0021153		Bbub_XP.025128169.3																														
OG0021154		Bbub_XP.025128331.1																														
OG0021155		Bbub_XP.025128917.3																														
OG0021156		Bbub_XP.025129154.1																														
OG0021157		Bbub_XP.025129568.3																														
OG0021158		Bbub_XP.025129677.2																														
OG0021159		Bbub_XP.025129873.3																														
OG0021160		Bbub_XP.025130260.3																														
OG0021161		Bbub_XP.025131225.2																														
OG0021162		Bbub_XP.025132589.1																														
OG0021163		Bbub_XP.025132602.1																														
OG0021164		Bbub_XP.025134530.1																														
OG0021165		Bbub_XP.025134905.3																														
OG0021166		Bbub_XP.025134943.1																														
OG0021167		Bbub_XP.025135025.1																														
OG0021168		Bbub_XP.025135036.3																														
OG0021169		Bbub_XP.025135038.3																														
OG0021170		Bbub_XP.025135427.2																														
OG0021171		Bbub_XP.025135696.1																														
OG0021172		Bbub_XP.025136707.2																														
OG0021173		Bbub_XP.025137046.1																														
OG0021174		Bbub_XP.025137396.2																														
OG0021175		Bbub_XP.025138265.2																														
OG0021176		Bbub_XP.025138529.1																														
OG0021177		Bbub_XP.025139491.2																														
OG0021178		Bbub_XP.025139714.3																														
OG0021179		Bbub_XP.025140379.1																														
OG0021180		Bbub_XP.025140888.2																														
OG0021181		Bbub_XP.025141037.2																														
OG0021182		Bbub_XP.025141786.3																														
OG0021183		Bbub_XP.025142618.1																														
OG0021184		Bbub_XP.025142950.3																														
OG0021185		Bbub_XP.025143143.1																														
OG0021186		Bbub_XP.025143152.1																														
OG0021187		Bbub_XP.025145791.1																														
OG0021188		Bbub_XP.025146265.3																														
OG0021189		Bbub_XP.025146541.3																														
OG0021190		Bbub_XP.025146547.1																														
OG0021191		Bbub_XP.025147634.3																														
OG0021192		Bbub_XP.025147992.3																														
OG0021193		Bbub_XP.025148879.1																														
OG0021194		Bbub_XP.025148969.2																														
OG0021195		Bbub_XP.025149113.1																														
OG0021196		Bbub_XP.025149237.2																														
OG0021197		Bbub_XP.025149280.1																														
OG0021198		Bbub_XP.025149897.1																														
OG0021199		Bbub_XP.025150009.1																														
OG0021200		Bbub_XP.025150023.1																														
OG0021201		Bbub_XP.025150094.2																														
OG0021202		Bbub_XP.025151019.2																														
OG0021203		Bbub_XP.025151377.2																														
OG0021204		Bbub_XP.025151884.1																														
OG0021205		Bbub_XP.025152221.2																														
OG0021206		Bbub_XP.044779980.1																														
OG0021207		Bbub_XP.044779988.1																														
OG0021208		Bbub_XP.044780282.2																														
OG0021209		Bbub_XP.044780285.1																														
OG0021210		Bbub_XP.044780451.1																														
OG0021211		Bbub_XP.044780489.1																														
OG0021212		Bbub_XP.044780490.1																														
OG0021213		Bbub_XP.044780501.1																														
OG0021214		Bbub_XP.044780516.1																														
OG0021215		Bbub_XP.044780522.1																														
OG0021216		Bbub_XP.044780629.1																														
OG0021217		Bbub_XP.044780633.1																														
OG0021218		Bbub_XP.044780753.1																														
OG0021219		Bbub_XP.044780940.1																														
OG0021220		Bbub_XP.044780961.1																														
OG0021221		Bbub_XP.044781019.1																														
OG0021222		Bbub_XP.044781219.2																														
OG0021223		Bbub_XP.044781280.1																														
OG0021224		Bbub_XP.044781288.2																														
OG0021225		Bbub_XP.044781369.2																														
OG0021226		Bbub_XP.044781382.1																														
OG0021227		Bbub_XP.044781454.2																														
OG0021228		Bbub_XP.044781472.1																														
