Orthogroup	Dalb_protein_noIso	Dana_protein_noIso	Dari_protein_noIso	Dbip_protein_noIso	Dbus_protein_noIso	Dele_protein_noIso	Dere_protein_noIso	Dgri_protein_noIso	Dhyd_protein_noIso	Dkik_protein_noIso	Dmel_protein_noIso	Dmir_protein_noIso	Dpse_protein_noIso	Dsec_protein_noIso	Dser_protein_noIso	Dsuz_protein_noIso	Dwil_protein_noIso
OG0017975																	Dwil_XP.046866950.1
OG0017976																	Dwil_XP.046866970.1
OG0017977																	Dwil_XP.046866998.1
OG0017978																	Dwil_XP.046867059.1
OG0017979																	Dwil_XP.046867095.1
OG0017980																	Dwil_XP.046867102.1
OG0017981																	Dwil_XP.046867133.1
OG0017982																	Dwil_XP.046867144.1
OG0017983																	Dwil_XP.046867217.1
OG0017984																	Dwil_XP.046867243.1
OG0017985																	Dwil_XP.046867248.1
OG0017986																	Dwil_XP.046867272.1
OG0017987																	Dwil_XP.046867283.1
OG0017988																	Dwil_XP.046867305.1
OG0017989																	Dwil_XP.046867317.1
OG0017990																	Dwil_XP.046867326.1
OG0017991																	Dwil_XP.046867333.1
OG0017992																	Dwil_XP.046867411.1
OG0017993																	Dwil_XP.046867486.1
OG0017994																	Dwil_XP.046867489.1
OG0017995																	Dwil_XP.046867493.1
OG0017996																	Dwil_XP.046867553.1
OG0017997																	Dwil_XP.046867555.1
OG0017998																	Dwil_XP.046867562.1
OG0017999																	Dwil_XP.046867632.1
OG0018000																	Dwil_XP.046867665.1
OG0018001																	Dwil_XP.046867697.1
OG0018002																	Dwil_XP.046867712.1
OG0018003																	Dwil_XP.046867864.1
OG0018004																	Dwil_XP.046867866.1
OG0018005																	Dwil_XP.046867875.1
OG0018006																	Dwil_XP.046867879.1
OG0018007																	Dwil_XP.046867885.1
OG0018008																	Dwil_XP.046867916.1
OG0018009																	Dwil_XP.046868067.1
OG0018010																	Dwil_XP.046868069.1
OG0018011																	Dwil_XP.046868106.1
OG0018012																	Dwil_XP.046868136.1
OG0018013																	Dwil_XP.046868139.1
OG0018014																	Dwil_XP.046868176.1
OG0018015																	Dwil_XP.046868179.1
OG0018016																	Dwil_XP.046868216.1
OG0018017																	Dwil_XP.046868223.1
OG0018018																	Dwil_XP.046868299.1
OG0018019																	Dwil_XP.046868313.1
OG0018020																	Dwil_XP.046868314.1
OG0018021																	Dwil_XP.046868331.1
OG0018022																	Dwil_XP.046868378.1
OG0018023																	Dwil_XP.046868419.1
OG0018024																	Dwil_XP.046868420.1
OG0018025																	Dwil_XP.046868471.1
OG0018026																	Dwil_XP.046868519.1
OG0018027																	Dwil_XP.046868629.1
OG0018028																	Dwil_XP.046868630.1
OG0018029																	Dwil_XP.046868647.1
OG0018030																	Dwil_XP.046868656.1
OG0018031																	Dwil_XP.046868660.1
OG0018032																	Dwil_XP.046868699.1
OG0018033																	Dwil_XP.046868723.1
OG0018034																	Dwil_XP.046868746.1
OG0018035																	Dwil_XP.046868760.1
OG0018036																	Dwil_XP.046868827.1
OG0018037																	Dwil_XP.046868864.1
OG0018038																	Dwil_XP.046868885.1
OG0018039																	Dwil_XP.046868965.1
OG0018040																	Dwil_XP.046869112.1
OG0018041																	Dwil_XP.046869182.1
OG0018042																	Dwil_XP.046869354.1
OG0018043																	Dwil_XP.046869398.1
OG0018044																	Dwil_XP.046869445.1
